species,assembly_type,software,field,operator,value,severity,source,special_field
Listeria welshimeri,all,Speciator,genusName,regex,^Listeria,fail,qualibact-v1.0,
Listeria welshimeri,all,Speciator,speciesName,regex,^Listeria welshimeri,fail,qualibact-v1.0,species_field
Listeria welshimeri,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Listeria welshimeri,all,Sylph,species_name,regex,^Listeria welshimeri,fail,qualibact-v1.0,species_field
Listeria welshimeri,short,Checkm,# contigs,<=,110,fail,qualibact-v1.0,
Listeria welshimeri,short,Checkm,# contigs,<=,90,warn,qualibact-v1.0,
Listeria welshimeri,short,Checkm,N50 (scaffolds),>=,79000,fail,qualibact-v1.0,
Listeria welshimeri,short,Checkm,N50 (scaffolds),>=,97000,warn,qualibact-v1.0,
Listeria welshimeri,short,Quast,# contigs (>= 0 bp),<=,110,fail,qualibact-v1.0,
Listeria welshimeri,short,Quast,# contigs (>= 0 bp),<=,90,warn,qualibact-v1.0,
Listeria welshimeri,short,Quast,N50,>=,79000,fail,qualibact-v1.0,
Listeria welshimeri,short,Quast,N50,>=,97000,warn,qualibact-v1.0,
Mammaliicoccus sciuri,all,Checkm,Completeness,>=,95,fail,qualibact-v1.0,
Mammaliicoccus sciuri,all,Checkm,Completeness,>=,98,warn,qualibact-v1.0,
Mammaliicoccus sciuri,all,Checkm,Contamination,<=,5,fail,qualibact-v1.0,
Mammaliicoccus sciuri,all,Checkm,Contamination,<=,1,warn,qualibact-v1.0,
Mammaliicoccus sciuri,all,Checkm,GC,<=,32.83,fail,qualibact-v1.0,
Mammaliicoccus sciuri,all,Checkm,GC,<=,32.64,warn,qualibact-v1.0,
Mammaliicoccus sciuri,all,Checkm,GC,>=,32.27,fail,qualibact-v1.0,
Mammaliicoccus sciuri,all,Checkm,GC,>=,32.31,warn,qualibact-v1.0,
Mammaliicoccus sciuri,all,Checkm,Genome size (bp),<=,3200000,fail,qualibact-v1.0,
Mammaliicoccus sciuri,all,Checkm,Genome size (bp),<=,3100000,warn,qualibact-v1.0,
Mammaliicoccus sciuri,all,Checkm,Genome size (bp),>=,2500000,fail,qualibact-v1.0,
Mammaliicoccus sciuri,all,Checkm,Genome size (bp),>=,2500000,warn,qualibact-v1.0,
Mammaliicoccus sciuri,all,Checkm,Total_Coding_Sequences,<=,3300,fail,qualibact-v1.0,
Mammaliicoccus sciuri,all,Checkm,Total_Coding_Sequences,<=,3100,warn,qualibact-v1.0,
Mammaliicoccus sciuri,all,Checkm,Total_Coding_Sequences,>=,2600,fail,qualibact-v1.0,
Mammaliicoccus sciuri,all,Checkm,Total_Coding_Sequences,>=,2600,warn,qualibact-v1.0,
Mammaliicoccus sciuri,all,Quast,GC (%),<=,32.83,fail,qualibact-v1.0,
Mammaliicoccus sciuri,all,Quast,GC (%),<=,32.64,warn,qualibact-v1.0,
Mammaliicoccus sciuri,all,Quast,GC (%),>=,32.27,fail,qualibact-v1.0,
Mammaliicoccus sciuri,all,Quast,GC (%),>=,32.31,warn,qualibact-v1.0,
Mammaliicoccus sciuri,all,Quast,Total length (>= 0 bp),<=,3200000,fail,qualibact-v1.0,
Mammaliicoccus sciuri,all,Quast,Total length (>= 0 bp),<=,3100000,warn,qualibact-v1.0,
Mammaliicoccus sciuri,all,Quast,Total length (>= 0 bp),>=,2500000,fail,qualibact-v1.0,
Mammaliicoccus sciuri,all,Quast,Total length (>= 0 bp),>=,2500000,warn,qualibact-v1.0,
Mammaliicoccus sciuri,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Mammaliicoccus sciuri,all,Speciator,genusName,regex,^Mammaliicoccus,fail,qualibact-v1.0,
Mammaliicoccus sciuri,all,Speciator,speciesName,regex,^Mammaliicoccus sciuri,fail,qualibact-v1.0,species_field
Mammaliicoccus sciuri,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Mammaliicoccus sciuri,all,Sylph,species_name,regex,^Mammaliicoccus sciuri,fail,qualibact-v1.0,species_field
Mammaliicoccus sciuri,short,Checkm,# contigs,<=,190,fail,qualibact-v1.0,
Mammaliicoccus sciuri,short,Checkm,# contigs,<=,160,warn,qualibact-v1.0,
Mammaliicoccus sciuri,short,Checkm,N50 (scaffolds),>=,52000,fail,qualibact-v1.0,
Mammaliicoccus sciuri,short,Checkm,N50 (scaffolds),>=,62000,warn,qualibact-v1.0,
Mammaliicoccus sciuri,short,Quast,# contigs (>= 0 bp),<=,190,fail,qualibact-v1.0,
Mammaliicoccus sciuri,short,Quast,# contigs (>= 0 bp),<=,160,warn,qualibact-v1.0,
Mammaliicoccus sciuri,short,Quast,N50,>=,52000,fail,qualibact-v1.0,
Mammaliicoccus sciuri,short,Quast,N50,>=,62000,warn,qualibact-v1.0,
Mannheimia haemolytica,all,Checkm,Completeness,>=,87,fail,qualibact-v1.0,
Mannheimia haemolytica,all,Checkm,Completeness,>=,100,warn,qualibact-v1.0,
Mannheimia haemolytica,all,Checkm,Contamination,<=,8,fail,qualibact-v1.0,
Mannheimia haemolytica,all,Checkm,Contamination,<=,1,warn,qualibact-v1.0,
Mannheimia haemolytica,all,Checkm,GC,<=,41.34,fail,qualibact-v1.0,
Mannheimia haemolytica,all,Checkm,GC,<=,41.14,warn,qualibact-v1.0,
Mannheimia haemolytica,all,Checkm,GC,>=,40.91,fail,qualibact-v1.0,
Mannheimia haemolytica,all,Checkm,GC,>=,40.92,warn,qualibact-v1.0,
Mannheimia haemolytica,all,Checkm,Genome size (bp),<=,2900000,fail,qualibact-v1.0,
Mannheimia haemolytica,all,Checkm,Genome size (bp),<=,2800000,warn,qualibact-v1.0,
Mannheimia haemolytica,all,Checkm,Genome size (bp),>=,2300000,fail,qualibact-v1.0,
Mannheimia haemolytica,all,Checkm,Genome size (bp),>=,2400000,warn,qualibact-v1.0,
Mannheimia haemolytica,all,Checkm,Total_Coding_Sequences,<=,3000,fail,qualibact-v1.0,
Mannheimia haemolytica,all,Checkm,Total_Coding_Sequences,<=,2900,warn,qualibact-v1.0,
Mannheimia haemolytica,all,Checkm,Total_Coding_Sequences,>=,2200,fail,qualibact-v1.0,
Mannheimia haemolytica,all,Checkm,Total_Coding_Sequences,>=,2400,warn,qualibact-v1.0,
Mannheimia haemolytica,all,Quast,GC (%),<=,41.34,fail,qualibact-v1.0,
Mannheimia haemolytica,all,Quast,GC (%),<=,41.14,warn,qualibact-v1.0,
Mannheimia haemolytica,all,Quast,GC (%),>=,40.91,fail,qualibact-v1.0,
Mannheimia haemolytica,all,Quast,GC (%),>=,40.92,warn,qualibact-v1.0,
Mannheimia haemolytica,all,Quast,Ns per 100 kbp,<=,1000,fail,custom,
Mannheimia haemolytica,all,Quast,Total length (>= 0 bp),<=,2900000,fail,qualibact-v1.0,
Mannheimia haemolytica,all,Quast,Total length (>= 0 bp),<=,2800000,warn,qualibact-v1.0,
Mannheimia haemolytica,all,Quast,Total length (>= 0 bp),>=,2300000,fail,qualibact-v1.0,
Mannheimia haemolytica,all,Quast,Total length (>= 0 bp),>=,2400000,warn,qualibact-v1.0,
Mannheimia haemolytica,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Mannheimia haemolytica,all,Speciator,genusName,regex,^Mannheimia,fail,qualibact-v1.0,
Mannheimia haemolytica,all,Speciator,speciesName,regex,^Mannheimia haemolytica,fail,qualibact-v1.0,species_field
Mannheimia haemolytica,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Mannheimia haemolytica,all,Sylph,species_name,regex,^Mannheimia haemolytica,fail,qualibact-v1.0,species_field
Mannheimia haemolytica,short,Ariba,percent,=,100,fail,custom,
Mannheimia haemolytica,short,Checkm,# contigs,<=,220,fail,qualibact-v1.0,
Mannheimia haemolytica,short,Checkm,# contigs,<=,200,warn,qualibact-v1.0,
Mannheimia haemolytica,short,Checkm,N50 (scaffolds),>=,26000,fail,qualibact-v1.0,
Mannheimia haemolytica,short,Checkm,N50 (scaffolds),>=,33000,warn,qualibact-v1.0,
Mannheimia haemolytica,short,Quast,# contigs (>= 0 bp),<=,220,fail,qualibact-v1.0,
Mannheimia haemolytica,short,Quast,# contigs (>= 0 bp),<=,200,warn,qualibact-v1.0,
Mannheimia haemolytica,short,Quast,N50,>=,26000,fail,qualibact-v1.0,
Mannheimia haemolytica,short,Quast,N50,>=,33000,warn,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,all,Checkm,Completeness,>=,94,fail,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,all,Checkm,Completeness,>=,98,warn,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,all,Checkm,Contamination,<=,3,fail,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,all,Checkm,Contamination,<=,1,warn,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,all,Checkm,GC,<=,28.69,fail,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,all,Checkm,GC,<=,28.66,warn,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,all,Checkm,GC,>=,28.35,fail,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,all,Checkm,GC,>=,28.44,warn,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,all,Checkm,Genome size (bp),<=,1000000,fail,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,all,Checkm,Genome size (bp),<=,1000000,warn,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,all,Checkm,Genome size (bp),>=,800000,fail,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,all,Checkm,Genome size (bp),>=,800000,warn,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,all,Checkm,Total_Coding_Sequences,<=,800,fail,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,all,Checkm,Total_Coding_Sequences,<=,800,warn,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,all,Checkm,Total_Coding_Sequences,>=,600,fail,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,all,Checkm,Total_Coding_Sequences,>=,600,warn,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,all,Quast,GC (%),<=,28.69,fail,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,all,Quast,GC (%),<=,28.66,warn,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,all,Quast,GC (%),>=,28.35,fail,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,all,Quast,GC (%),>=,28.44,warn,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,all,Quast,Total length (>= 0 bp),<=,1000000,fail,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,all,Quast,Total length (>= 0 bp),<=,1000000,warn,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,all,Quast,Total length (>= 0 bp),>=,800000,fail,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,all,Quast,Total length (>= 0 bp),>=,800000,warn,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,all,Speciator,genusName,regex,^Mesomycoplasma,fail,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,all,Speciator,speciesName,regex,^Mesomycoplasma hyopneumoniae,fail,qualibact-v1.0,species_field
Mesomycoplasma hyopneumoniae,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,all,Sylph,species_name,regex,^Mesomycoplasma hyopneumoniae,fail,qualibact-v1.0,species_field
Mesomycoplasma hyopneumoniae,short,Checkm,# contigs,<=,100,fail,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,short,Checkm,# contigs,<=,90,warn,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,short,Checkm,N50 (scaffolds),>=,40000,fail,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,short,Checkm,N50 (scaffolds),>=,41000,warn,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,short,Quast,# contigs (>= 0 bp),<=,100,fail,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,short,Quast,# contigs (>= 0 bp),<=,90,warn,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,short,Quast,N50,>=,40000,fail,qualibact-v1.0,
Mesomycoplasma hyopneumoniae,short,Quast,N50,>=,41000,warn,qualibact-v1.0,
Micrococcus luteus,all,Checkm,Completeness,>=,92,fail,qualibact-v1.0,
Micrococcus luteus,all,Checkm,Completeness,>=,99,warn,qualibact-v1.0,
Micrococcus luteus,all,Checkm,Contamination,<=,3,fail,qualibact-v1.0,
Micrococcus luteus,all,Checkm,Contamination,<=,2,warn,qualibact-v1.0,
Micrococcus luteus,all,Checkm,GC,<=,73.32,fail,qualibact-v1.0,
Micrococcus luteus,all,Checkm,GC,<=,73.28,warn,qualibact-v1.0,
Micrococcus luteus,all,Checkm,GC,>=,72.5,fail,qualibact-v1.0,
Micrococcus luteus,all,Checkm,GC,>=,72.63,warn,qualibact-v1.0,
Micrococcus luteus,all,Checkm,Genome size (bp),<=,2800000,fail,qualibact-v1.0,
Micrococcus luteus,all,Checkm,Genome size (bp),<=,2700000,warn,qualibact-v1.0,
Micrococcus luteus,all,Checkm,Genome size (bp),>=,2300000,fail,qualibact-v1.0,
Micrococcus luteus,all,Checkm,Genome size (bp),>=,2300000,warn,qualibact-v1.0,
Micrococcus luteus,all,Checkm,Total_Coding_Sequences,<=,2900,fail,qualibact-v1.0,
Micrococcus luteus,all,Checkm,Total_Coding_Sequences,<=,2600,warn,qualibact-v1.0,
Micrococcus luteus,all,Checkm,Total_Coding_Sequences,>=,2100,fail,qualibact-v1.0,
Micrococcus luteus,all,Checkm,Total_Coding_Sequences,>=,2100,warn,qualibact-v1.0,
Micrococcus luteus,all,Quast,GC (%),<=,73.32,fail,qualibact-v1.0,
Micrococcus luteus,all,Quast,GC (%),<=,73.28,warn,qualibact-v1.0,
Micrococcus luteus,all,Quast,GC (%),>=,72.5,fail,qualibact-v1.0,
Micrococcus luteus,all,Quast,GC (%),>=,72.63,warn,qualibact-v1.0,
Micrococcus luteus,all,Quast,Total length (>= 0 bp),<=,2800000,fail,qualibact-v1.0,
Micrococcus luteus,all,Quast,Total length (>= 0 bp),<=,2700000,warn,qualibact-v1.0,
Micrococcus luteus,all,Quast,Total length (>= 0 bp),>=,2300000,fail,qualibact-v1.0,
Micrococcus luteus,all,Quast,Total length (>= 0 bp),>=,2300000,warn,qualibact-v1.0,
Micrococcus luteus,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Micrococcus luteus,all,Speciator,genusName,regex,^Micrococcus,fail,qualibact-v1.0,
Micrococcus luteus,all,Speciator,speciesName,regex,^Micrococcus luteus,fail,qualibact-v1.0,species_field
Micrococcus luteus,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Micrococcus luteus,all,Sylph,species_name,regex,^Micrococcus luteus,fail,qualibact-v1.0,species_field
Micrococcus luteus,short,Checkm,# contigs,<=,530,fail,qualibact-v1.0,
Micrococcus luteus,short,Checkm,# contigs,<=,350,warn,qualibact-v1.0,
Micrococcus luteus,short,Checkm,N50 (scaffolds),>=,9000,fail,qualibact-v1.0,
Micrococcus luteus,short,Checkm,N50 (scaffolds),>=,16000,warn,qualibact-v1.0,
Micrococcus luteus,short,Quast,# contigs (>= 0 bp),<=,530,fail,qualibact-v1.0,
Micrococcus luteus,short,Quast,# contigs (>= 0 bp),<=,350,warn,qualibact-v1.0,
Micrococcus luteus,short,Quast,N50,>=,9000,fail,qualibact-v1.0,
Micrococcus luteus,short,Quast,N50,>=,16000,warn,qualibact-v1.0,
Moraxella bovoculi,all,Checkm,Completeness,>=,95,fail,qualibact-v1.0,
Moraxella bovoculi,all,Checkm,Completeness,>=,100,warn,qualibact-v1.0,
Moraxella bovoculi,all,Checkm,Contamination,<=,2,fail,qualibact-v1.0,
Moraxella bovoculi,all,Checkm,Contamination,<=,1,warn,qualibact-v1.0,
Moraxella bovoculi,all,Checkm,GC,<=,45.73,fail,qualibact-v1.0,
Moraxella bovoculi,all,Checkm,GC,<=,45.72,warn,qualibact-v1.0,
Moraxella bovoculi,all,Checkm,GC,>=,45.11,fail,qualibact-v1.0,
Moraxella bovoculi,all,Checkm,GC,>=,45.17,warn,qualibact-v1.0,
Moraxella bovoculi,all,Checkm,Genome size (bp),<=,2500000,fail,qualibact-v1.0,
Moraxella bovoculi,all,Checkm,Genome size (bp),<=,2200000,warn,qualibact-v1.0,
Moraxella bovoculi,all,Checkm,Genome size (bp),>=,1900000,fail,qualibact-v1.0,
Moraxella bovoculi,all,Checkm,Genome size (bp),>=,2000000,warn,qualibact-v1.0,
Moraxella bovoculi,all,Checkm,Total_Coding_Sequences,<=,2500,fail,qualibact-v1.0,
Moraxella bovoculi,all,Checkm,Total_Coding_Sequences,<=,2100,warn,qualibact-v1.0,
Moraxella bovoculi,all,Checkm,Total_Coding_Sequences,>=,1800,fail,qualibact-v1.0,
Moraxella bovoculi,all,Checkm,Total_Coding_Sequences,>=,1900,warn,qualibact-v1.0,
Moraxella bovoculi,all,Quast,GC (%),<=,45.73,fail,qualibact-v1.0,
Moraxella bovoculi,all,Quast,GC (%),<=,45.72,warn,qualibact-v1.0,
Moraxella bovoculi,all,Quast,GC (%),>=,45.11,fail,qualibact-v1.0,
Moraxella bovoculi,all,Quast,GC (%),>=,45.17,warn,qualibact-v1.0,
Moraxella bovoculi,all,Quast,Total length (>= 0 bp),<=,2500000,fail,qualibact-v1.0,
Moraxella bovoculi,all,Quast,Total length (>= 0 bp),<=,2200000,warn,qualibact-v1.0,
Moraxella bovoculi,all,Quast,Total length (>= 0 bp),>=,1900000,fail,qualibact-v1.0,
Moraxella bovoculi,all,Quast,Total length (>= 0 bp),>=,2000000,warn,qualibact-v1.0,
Moraxella bovoculi,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Moraxella bovoculi,all,Speciator,genusName,regex,^Moraxella,fail,qualibact-v1.0,
Moraxella bovoculi,all,Speciator,speciesName,regex,^Moraxella bovoculi,fail,qualibact-v1.0,species_field
Moraxella bovoculi,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Moraxella bovoculi,all,Sylph,species_name,regex,^Moraxella bovoculi,fail,qualibact-v1.0,species_field
Moraxella bovoculi,short,Checkm,# contigs,<=,80,fail,qualibact-v1.0,
Moraxella bovoculi,short,Checkm,# contigs,<=,70,warn,qualibact-v1.0,
Moraxella bovoculi,short,Checkm,N50 (scaffolds),>=,65000,fail,qualibact-v1.0,
Moraxella bovoculi,short,Checkm,N50 (scaffolds),>=,88000,warn,qualibact-v1.0,
Moraxella bovoculi,short,Quast,# contigs (>= 0 bp),<=,80,fail,qualibact-v1.0,
Moraxella bovoculi,short,Quast,# contigs (>= 0 bp),<=,70,warn,qualibact-v1.0,
Moraxella bovoculi,short,Quast,N50,>=,65000,fail,qualibact-v1.0,
Moraxella bovoculi,short,Quast,N50,>=,88000,warn,qualibact-v1.0,
Moraxella catarrhalis,all,Checkm,Completeness,>=,98,fail,qualibact-v1.0,
Moraxella catarrhalis,all,Checkm,Completeness,>=,99,warn,qualibact-v1.0,
Moraxella catarrhalis,all,Checkm,Contamination,<=,1,fail,qualibact-v1.0,
Moraxella catarrhalis,all,Checkm,Contamination,<=,1,warn,qualibact-v1.0,
Moraxella catarrhalis,all,Checkm,GC,<=,41.76,fail,qualibact-v1.0,
Moraxella catarrhalis,all,Checkm,GC,<=,41.7,warn,qualibact-v1.0,
Moraxella catarrhalis,all,Checkm,GC,>=,41.22,fail,qualibact-v1.0,
Moraxella catarrhalis,all,Checkm,GC,>=,41.31,warn,qualibact-v1.0,
Moraxella catarrhalis,all,Checkm,Genome size (bp),<=,2100000,fail,qualibact-v1.0,
Moraxella catarrhalis,all,Checkm,Genome size (bp),<=,2100000,warn,qualibact-v1.0,
Moraxella catarrhalis,all,Checkm,Genome size (bp),>=,1800000,fail,qualibact-v1.0,
Moraxella catarrhalis,all,Checkm,Genome size (bp),>=,1800000,warn,qualibact-v1.0,
Moraxella catarrhalis,all,Checkm,Total_Coding_Sequences,<=,2000,fail,qualibact-v1.0,
Moraxella catarrhalis,all,Checkm,Total_Coding_Sequences,<=,2000,warn,qualibact-v1.0,
Moraxella catarrhalis,all,Checkm,Total_Coding_Sequences,>=,1600,fail,qualibact-v1.0,
Moraxella catarrhalis,all,Checkm,Total_Coding_Sequences,>=,1600,warn,qualibact-v1.0,
Moraxella catarrhalis,all,Quast,GC (%),<=,41.76,fail,qualibact-v1.0,
Moraxella catarrhalis,all,Quast,GC (%),<=,41.7,warn,qualibact-v1.0,
Moraxella catarrhalis,all,Quast,GC (%),>=,41.22,fail,qualibact-v1.0,
Moraxella catarrhalis,all,Quast,GC (%),>=,41.31,warn,qualibact-v1.0,
Moraxella catarrhalis,all,Quast,Ns per 100 kbp,<=,1000,fail,custom,
Moraxella catarrhalis,all,Quast,Total length (>= 0 bp),<=,2100000,fail,qualibact-v1.0,
Moraxella catarrhalis,all,Quast,Total length (>= 0 bp),<=,2100000,warn,qualibact-v1.0,
Moraxella catarrhalis,all,Quast,Total length (>= 0 bp),>=,1800000,fail,qualibact-v1.0,
Moraxella catarrhalis,all,Quast,Total length (>= 0 bp),>=,1800000,warn,qualibact-v1.0,
Moraxella catarrhalis,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Moraxella catarrhalis,all,Speciator,genusName,regex,^Moraxella,fail,qualibact-v1.0,
Moraxella catarrhalis,all,Speciator,speciesName,regex,^Moraxella catarrhalis,fail,qualibact-v1.0,species_field
Moraxella catarrhalis,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Moraxella catarrhalis,all,Sylph,species_name,regex,^Moraxella catarrhalis,fail,qualibact-v1.0,species_field
Moraxella catarrhalis,short,Ariba,percent,=,100,fail,custom,
Moraxella catarrhalis,short,Checkm,# contigs,<=,70,fail,qualibact-v1.0,
Moraxella catarrhalis,short,Checkm,# contigs,<=,50,warn,qualibact-v1.0,
Moraxella catarrhalis,short,Checkm,N50 (scaffolds),>=,134000,fail,qualibact-v1.0,
Moraxella catarrhalis,short,Checkm,N50 (scaffolds),>=,170000,warn,qualibact-v1.0,
Moraxella catarrhalis,short,Quast,# contigs (>= 0 bp),<=,70,fail,qualibact-v1.0,
Moraxella catarrhalis,short,Quast,# contigs (>= 0 bp),<=,50,warn,qualibact-v1.0,
Moraxella catarrhalis,short,Quast,N50,>=,134000,fail,qualibact-v1.0,
Moraxella catarrhalis,short,Quast,N50,>=,170000,warn,qualibact-v1.0,
Morganella morganii,all,Checkm,Completeness,>=,84,fail,qualibact-v1.0,
Morganella morganii,all,Checkm,Completeness,>=,100,warn,qualibact-v1.0,
Morganella morganii,all,Checkm,Contamination,<=,21,fail,qualibact-v1.0,
Morganella morganii,all,Checkm,Contamination,<=,1,warn,qualibact-v1.0,
Morganella morganii,all,Checkm,GC,<=,51.38,fail,qualibact-v1.0,
Morganella morganii,all,Checkm,GC,<=,51.26,warn,qualibact-v1.0,
Morganella morganii,all,Checkm,GC,>=,50.1,fail,qualibact-v1.0,
Morganella morganii,all,Checkm,GC,>=,50.3,warn,qualibact-v1.0,
Morganella morganii,all,Checkm,Genome size (bp),<=,4500000,fail,qualibact-v1.0,
Morganella morganii,all,Checkm,Genome size (bp),<=,4400000,warn,qualibact-v1.0,
Morganella morganii,all,Checkm,Genome size (bp),>=,3600000,fail,qualibact-v1.0,
Morganella morganii,all,Checkm,Genome size (bp),>=,3700000,warn,qualibact-v1.0,
Morganella morganii,all,Checkm,Total_Coding_Sequences,<=,4400,fail,qualibact-v1.0,
Morganella morganii,all,Checkm,Total_Coding_Sequences,<=,4300,warn,qualibact-v1.0,
Morganella morganii,all,Checkm,Total_Coding_Sequences,>=,3400,fail,qualibact-v1.0,
Morganella morganii,all,Checkm,Total_Coding_Sequences,>=,3400,warn,qualibact-v1.0,
Morganella morganii,all,Quast,GC (%),<=,51.38,fail,qualibact-v1.0,
Morganella morganii,all,Quast,GC (%),<=,51.26,warn,qualibact-v1.0,
Morganella morganii,all,Quast,GC (%),>=,50.1,fail,qualibact-v1.0,
Morganella morganii,all,Quast,GC (%),>=,50.3,warn,qualibact-v1.0,
Morganella morganii,all,Quast,Total length (>= 0 bp),<=,4500000,fail,qualibact-v1.0,
Morganella morganii,all,Quast,Total length (>= 0 bp),<=,4400000,warn,qualibact-v1.0,
Morganella morganii,all,Quast,Total length (>= 0 bp),>=,3600000,fail,qualibact-v1.0,
Morganella morganii,all,Quast,Total length (>= 0 bp),>=,3700000,warn,qualibact-v1.0,
Morganella morganii,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Morganella morganii,all,Speciator,genusName,regex,^Morganella,fail,qualibact-v1.0,
Morganella morganii,all,Speciator,speciesName,regex,^Morganella morganii,fail,qualibact-v1.0,species_field
