species,assembly_type,software,field,operator,value,severity,source,special_field
Stenotrophomonas maltophilia,all,Checkm,Genome size (bp),>=,4100000,fail,qualibact-v1.0,
Stenotrophomonas maltophilia,all,Checkm,Genome size (bp),>=,4400000,warn,qualibact-v1.0,
Stenotrophomonas maltophilia,all,Checkm,Total_Coding_Sequences,<=,4900,fail,qualibact-v1.0,
Stenotrophomonas maltophilia,all,Checkm,Total_Coding_Sequences,<=,4800,warn,qualibact-v1.0,
Stenotrophomonas maltophilia,all,Checkm,Total_Coding_Sequences,>=,3700,fail,qualibact-v1.0,
Stenotrophomonas maltophilia,all,Checkm,Total_Coding_Sequences,>=,3900,warn,qualibact-v1.0,
Stenotrophomonas maltophilia,all,Quast,GC (%),<=,67.63,fail,qualibact-v1.0,
Stenotrophomonas maltophilia,all,Quast,GC (%),<=,66.9,warn,qualibact-v1.0,
Stenotrophomonas maltophilia,all,Quast,GC (%),>=,65.62,fail,qualibact-v1.0,
Stenotrophomonas maltophilia,all,Quast,GC (%),>=,65.87,warn,qualibact-v1.0,
Stenotrophomonas maltophilia,all,Quast,Ns per 100 kbp,<=,1000,fail,custom,
Stenotrophomonas maltophilia,all,Quast,Total length (>= 0 bp),<=,5200000,fail,qualibact-v1.0,
Stenotrophomonas maltophilia,all,Quast,Total length (>= 0 bp),<=,5200000,warn,qualibact-v1.0,
Stenotrophomonas maltophilia,all,Quast,Total length (>= 0 bp),>=,4100000,fail,qualibact-v1.0,
Stenotrophomonas maltophilia,all,Quast,Total length (>= 0 bp),>=,4400000,warn,qualibact-v1.0,
Stenotrophomonas maltophilia,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Stenotrophomonas maltophilia,all,Speciator,genusName,regex,^Stenotrophomonas,fail,qualibact-v1.0,
Stenotrophomonas maltophilia,all,Speciator,speciesName,regex,^Stenotrophomonas maltophilia,fail,qualibact-v1.0,species_field
Stenotrophomonas maltophilia,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Stenotrophomonas maltophilia,all,Sylph,species_name,regex,^Stenotrophomonas maltophilia,fail,qualibact-v1.0,species_field
Stenotrophomonas maltophilia,short,Ariba,percent,=,100,fail,custom,
Stenotrophomonas maltophilia,short,Checkm,# contigs,<=,380,fail,qualibact-v1.0,
Stenotrophomonas maltophilia,short,Checkm,# contigs,<=,290,warn,qualibact-v1.0,
Stenotrophomonas maltophilia,short,Checkm,N50 (scaffolds),>=,23000,fail,qualibact-v1.0,
Stenotrophomonas maltophilia,short,Checkm,N50 (scaffolds),>=,31000,warn,qualibact-v1.0,
Stenotrophomonas maltophilia,short,Quast,# contigs (>= 0 bp),<=,380,fail,qualibact-v1.0,
Stenotrophomonas maltophilia,short,Quast,# contigs (>= 0 bp),<=,290,warn,qualibact-v1.0,
Stenotrophomonas maltophilia,short,Quast,N50,>=,23000,fail,qualibact-v1.0,
Stenotrophomonas maltophilia,short,Quast,N50,>=,31000,warn,qualibact-v1.0,
Stenotrophomonas pavanii,all,Checkm,Completeness,>=,93,fail,qualibact-v1.0,
Stenotrophomonas pavanii,all,Checkm,Completeness,>=,100,warn,qualibact-v1.0,
Stenotrophomonas pavanii,all,Checkm,Contamination,<=,2,fail,qualibact-v1.0,
Stenotrophomonas pavanii,all,Checkm,Contamination,<=,1,warn,qualibact-v1.0,
Stenotrophomonas pavanii,all,Checkm,GC,<=,67.51,fail,qualibact-v1.0,
Stenotrophomonas pavanii,all,Checkm,GC,<=,67.49,warn,qualibact-v1.0,
Stenotrophomonas pavanii,all,Checkm,GC,>=,66.77,fail,qualibact-v1.0,
Stenotrophomonas pavanii,all,Checkm,GC,>=,66.81,warn,qualibact-v1.0,
Stenotrophomonas pavanii,all,Checkm,Genome size (bp),<=,4900000,fail,qualibact-v1.0,
Stenotrophomonas pavanii,all,Checkm,Genome size (bp),<=,4900000,warn,qualibact-v1.0,
Stenotrophomonas pavanii,all,Checkm,Genome size (bp),>=,4300000,fail,qualibact-v1.0,
Stenotrophomonas pavanii,all,Checkm,Genome size (bp),>=,4300000,warn,qualibact-v1.0,
Stenotrophomonas pavanii,all,Checkm,Total_Coding_Sequences,<=,4600,fail,qualibact-v1.0,
Stenotrophomonas pavanii,all,Checkm,Total_Coding_Sequences,<=,4500,warn,qualibact-v1.0,
Stenotrophomonas pavanii,all,Checkm,Total_Coding_Sequences,>=,3800,fail,qualibact-v1.0,
Stenotrophomonas pavanii,all,Checkm,Total_Coding_Sequences,>=,3800,warn,qualibact-v1.0,
Stenotrophomonas pavanii,all,Quast,GC (%),<=,67.51,fail,qualibact-v1.0,
Stenotrophomonas pavanii,all,Quast,GC (%),<=,67.49,warn,qualibact-v1.0,
Stenotrophomonas pavanii,all,Quast,GC (%),>=,66.77,fail,qualibact-v1.0,
Stenotrophomonas pavanii,all,Quast,GC (%),>=,66.81,warn,qualibact-v1.0,
Stenotrophomonas pavanii,all,Quast,Total length (>= 0 bp),<=,4900000,fail,qualibact-v1.0,
Stenotrophomonas pavanii,all,Quast,Total length (>= 0 bp),<=,4900000,warn,qualibact-v1.0,
Stenotrophomonas pavanii,all,Quast,Total length (>= 0 bp),>=,4300000,fail,qualibact-v1.0,
Stenotrophomonas pavanii,all,Quast,Total length (>= 0 bp),>=,4300000,warn,qualibact-v1.0,
Stenotrophomonas pavanii,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Stenotrophomonas pavanii,all,Speciator,genusName,regex,^Stenotrophomonas,fail,qualibact-v1.0,
Stenotrophomonas pavanii,all,Speciator,speciesName,regex,^Stenotrophomonas pavanii,fail,qualibact-v1.0,species_field
Stenotrophomonas pavanii,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Stenotrophomonas pavanii,all,Sylph,species_name,regex,^Stenotrophomonas pavanii,fail,qualibact-v1.0,species_field
Stenotrophomonas pavanii,short,Checkm,# contigs,<=,210,fail,qualibact-v1.0,
Stenotrophomonas pavanii,short,Checkm,# contigs,<=,200,warn,qualibact-v1.0,
Stenotrophomonas pavanii,short,Checkm,N50 (scaffolds),>=,38000,fail,qualibact-v1.0,
Stenotrophomonas pavanii,short,Checkm,N50 (scaffolds),>=,43000,warn,qualibact-v1.0,
Stenotrophomonas pavanii,short,Quast,# contigs (>= 0 bp),<=,210,fail,qualibact-v1.0,
Stenotrophomonas pavanii,short,Quast,# contigs (>= 0 bp),<=,200,warn,qualibact-v1.0,
Stenotrophomonas pavanii,short,Quast,N50,>=,38000,fail,qualibact-v1.0,
Stenotrophomonas pavanii,short,Quast,N50,>=,43000,warn,qualibact-v1.0,
Stenotrophomonas sepilia,all,Checkm,Completeness,>=,70,fail,qualibact-v1.0,
Stenotrophomonas sepilia,all,Checkm,Completeness,>=,100,warn,qualibact-v1.0,
Stenotrophomonas sepilia,all,Checkm,Contamination,<=,2,fail,qualibact-v1.0,
Stenotrophomonas sepilia,all,Checkm,Contamination,<=,2,warn,qualibact-v1.0,
Stenotrophomonas sepilia,all,Checkm,GC,<=,66.96,fail,qualibact-v1.0,
Stenotrophomonas sepilia,all,Checkm,GC,<=,66.86,warn,qualibact-v1.0,
Stenotrophomonas sepilia,all,Checkm,GC,>=,66.1,fail,qualibact-v1.0,
Stenotrophomonas sepilia,all,Checkm,GC,>=,66.29,warn,qualibact-v1.0,
Stenotrophomonas sepilia,all,Checkm,Genome size (bp),<=,4800000,fail,qualibact-v1.0,
Stenotrophomonas sepilia,all,Checkm,Genome size (bp),<=,4800000,warn,qualibact-v1.0,
Stenotrophomonas sepilia,all,Checkm,Genome size (bp),>=,4200000,fail,qualibact-v1.0,
Stenotrophomonas sepilia,all,Checkm,Genome size (bp),>=,4200000,warn,qualibact-v1.0,
Stenotrophomonas sepilia,all,Checkm,Total_Coding_Sequences,<=,4500,fail,qualibact-v1.0,
Stenotrophomonas sepilia,all,Checkm,Total_Coding_Sequences,<=,4400,warn,qualibact-v1.0,
Stenotrophomonas sepilia,all,Checkm,Total_Coding_Sequences,>=,3800,fail,qualibact-v1.0,
Stenotrophomonas sepilia,all,Checkm,Total_Coding_Sequences,>=,3800,warn,qualibact-v1.0,
Stenotrophomonas sepilia,all,Quast,GC (%),<=,66.96,fail,qualibact-v1.0,
Stenotrophomonas sepilia,all,Quast,GC (%),<=,66.86,warn,qualibact-v1.0,
Stenotrophomonas sepilia,all,Quast,GC (%),>=,66.1,fail,qualibact-v1.0,
Stenotrophomonas sepilia,all,Quast,GC (%),>=,66.29,warn,qualibact-v1.0,
Stenotrophomonas sepilia,all,Quast,Total length (>= 0 bp),<=,4800000,fail,qualibact-v1.0,
Stenotrophomonas sepilia,all,Quast,Total length (>= 0 bp),<=,4800000,warn,qualibact-v1.0,
Stenotrophomonas sepilia,all,Quast,Total length (>= 0 bp),>=,4200000,fail,qualibact-v1.0,
Stenotrophomonas sepilia,all,Quast,Total length (>= 0 bp),>=,4200000,warn,qualibact-v1.0,
Stenotrophomonas sepilia,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Stenotrophomonas sepilia,all,Speciator,genusName,regex,^Stenotrophomonas,fail,qualibact-v1.0,
Stenotrophomonas sepilia,all,Speciator,speciesName,regex,^Stenotrophomonas sepilia,fail,qualibact-v1.0,species_field
Stenotrophomonas sepilia,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Stenotrophomonas sepilia,all,Sylph,species_name,regex,^Stenotrophomonas sepilia,fail,qualibact-v1.0,species_field
Stenotrophomonas sepilia,short,Checkm,# contigs,<=,200,fail,qualibact-v1.0,
Stenotrophomonas sepilia,short,Checkm,# contigs,<=,170,warn,qualibact-v1.0,
Stenotrophomonas sepilia,short,Checkm,N50 (scaffolds),>=,45000,fail,qualibact-v1.0,
Stenotrophomonas sepilia,short,Checkm,N50 (scaffolds),>=,52000,warn,qualibact-v1.0,
Stenotrophomonas sepilia,short,Quast,# contigs (>= 0 bp),<=,200,fail,qualibact-v1.0,
Stenotrophomonas sepilia,short,Quast,# contigs (>= 0 bp),<=,170,warn,qualibact-v1.0,
Stenotrophomonas sepilia,short,Quast,N50,>=,45000,fail,qualibact-v1.0,
Stenotrophomonas sepilia,short,Quast,N50,>=,52000,warn,qualibact-v1.0,
Streptococcus agalactiae,all,Checkm,Completeness,>=,95,fail,qualibact-v1.0,
Streptococcus agalactiae,all,Checkm,Completeness,>=,99,warn,qualibact-v1.0,
Streptococcus agalactiae,all,Checkm,Contamination,<=,3,fail,qualibact-v1.0,
Streptococcus agalactiae,all,Checkm,Contamination,<=,1,warn,qualibact-v1.0,
Streptococcus agalactiae,all,Checkm,GC,<=,36.02,fail,qualibact-v1.0,
Streptococcus agalactiae,all,Checkm,GC,<=,35.53,warn,qualibact-v1.0,
Streptococcus agalactiae,all,Checkm,GC,>=,35.05,fail,qualibact-v1.0,
Streptococcus agalactiae,all,Checkm,GC,>=,35.12,warn,qualibact-v1.0,
Streptococcus agalactiae,all,Checkm,Genome size (bp),<=,2500000,fail,qualibact-v1.0,
Streptococcus agalactiae,all,Checkm,Genome size (bp),<=,2300000,warn,qualibact-v1.0,
Streptococcus agalactiae,all,Checkm,Genome size (bp),>=,1900000,fail,qualibact-v1.0,
Streptococcus agalactiae,all,Checkm,Genome size (bp),>=,1900000,warn,qualibact-v1.0,
Streptococcus agalactiae,all,Checkm,Total_Coding_Sequences,<=,2600,fail,qualibact-v1.0,
Streptococcus agalactiae,all,Checkm,Total_Coding_Sequences,<=,2300,warn,qualibact-v1.0,
Streptococcus agalactiae,all,Checkm,Total_Coding_Sequences,>=,1900,fail,qualibact-v1.0,
Streptococcus agalactiae,all,Checkm,Total_Coding_Sequences,>=,1900,warn,qualibact-v1.0,
Streptococcus agalactiae,all,Quast,GC (%),<=,36.02,fail,qualibact-v1.0,
Streptococcus agalactiae,all,Quast,GC (%),<=,35.53,warn,qualibact-v1.0,
Streptococcus agalactiae,all,Quast,GC (%),>=,35.05,fail,qualibact-v1.0,
Streptococcus agalactiae,all,Quast,GC (%),>=,35.12,warn,qualibact-v1.0,
Streptococcus agalactiae,all,Quast,Ns per 100 kbp,<=,1000,fail,custom,
Streptococcus agalactiae,all,Quast,Total length (>= 0 bp),<=,2500000,fail,qualibact-v1.0,
Streptococcus agalactiae,all,Quast,Total length (>= 0 bp),<=,2300000,warn,qualibact-v1.0,
Streptococcus agalactiae,all,Quast,Total length (>= 0 bp),>=,1900000,fail,qualibact-v1.0,
Streptococcus agalactiae,all,Quast,Total length (>= 0 bp),>=,1900000,warn,qualibact-v1.0,
Streptococcus agalactiae,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Streptococcus agalactiae,all,Speciator,genusName,regex,^Streptococcus,fail,qualibact-v1.0,
Streptococcus agalactiae,all,Speciator,speciesName,regex,^Streptococcus agalactiae,fail,qualibact-v1.0,species_field
Streptococcus agalactiae,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Streptococcus agalactiae,all,Sylph,species_name,regex,^Streptococcus agalactiae,fail,qualibact-v1.0,species_field
Streptococcus agalactiae,short,Ariba,percent,=,100,fail,custom,
Streptococcus agalactiae,short,Checkm,# contigs,<=,130,fail,qualibact-v1.0,
Streptococcus agalactiae,short,Checkm,# contigs,<=,110,warn,qualibact-v1.0,
Streptococcus agalactiae,short,Checkm,N50 (scaffolds),>=,37000,fail,qualibact-v1.0,
Streptococcus agalactiae,short,Checkm,N50 (scaffolds),>=,42000,warn,qualibact-v1.0,
Streptococcus agalactiae,short,Quast,# contigs (>= 0 bp),<=,130,fail,qualibact-v1.0,
Streptococcus agalactiae,short,Quast,# contigs (>= 0 bp),<=,110,warn,qualibact-v1.0,
Streptococcus agalactiae,short,Quast,N50,>=,37000,fail,qualibact-v1.0,
Streptococcus agalactiae,short,Quast,N50,>=,42000,warn,qualibact-v1.0,
Streptococcus anginosus,all,Checkm,Completeness,>=,89,fail,qualibact-v1.0,
Streptococcus anginosus,all,Checkm,Completeness,>=,99,warn,qualibact-v1.0,
Streptococcus anginosus,all,Checkm,Contamination,<=,3,fail,qualibact-v1.0,
Streptococcus anginosus,all,Checkm,Contamination,<=,2,warn,qualibact-v1.0,
Streptococcus anginosus,all,Checkm,GC,<=,39.22,fail,qualibact-v1.0,
Streptococcus anginosus,all,Checkm,GC,<=,39.1,warn,qualibact-v1.0,
Streptococcus anginosus,all,Checkm,GC,>=,38.04,fail,qualibact-v1.0,
Streptococcus anginosus,all,Checkm,GC,>=,38.34,warn,qualibact-v1.0,
Streptococcus anginosus,all,Checkm,Genome size (bp),<=,2300000,fail,qualibact-v1.0,
Streptococcus anginosus,all,Checkm,Genome size (bp),<=,2200000,warn,qualibact-v1.0,
Streptococcus anginosus,all,Checkm,Genome size (bp),>=,1800000,fail,qualibact-v1.0,
Streptococcus anginosus,all,Checkm,Genome size (bp),>=,1800000,warn,qualibact-v1.0,
Streptococcus anginosus,all,Checkm,Total_Coding_Sequences,<=,2400,fail,qualibact-v1.0,
Streptococcus anginosus,all,Checkm,Total_Coding_Sequences,<=,2300,warn,qualibact-v1.0,
Streptococcus anginosus,all,Checkm,Total_Coding_Sequences,>=,1700,fail,qualibact-v1.0,
Streptococcus anginosus,all,Checkm,Total_Coding_Sequences,>=,1700,warn,qualibact-v1.0,
Streptococcus anginosus,all,Quast,GC (%),<=,39.22,fail,qualibact-v1.0,
Streptococcus anginosus,all,Quast,GC (%),<=,39.1,warn,qualibact-v1.0,
Streptococcus anginosus,all,Quast,GC (%),>=,38.04,fail,qualibact-v1.0,
Streptococcus anginosus,all,Quast,GC (%),>=,38.34,warn,qualibact-v1.0,
Streptococcus anginosus,all,Quast,Total length (>= 0 bp),<=,2300000,fail,qualibact-v1.0,
Streptococcus anginosus,all,Quast,Total length (>= 0 bp),<=,2200000,warn,qualibact-v1.0,
Streptococcus anginosus,all,Quast,Total length (>= 0 bp),>=,1800000,fail,qualibact-v1.0,
Streptococcus anginosus,all,Quast,Total length (>= 0 bp),>=,1800000,warn,qualibact-v1.0,
Streptococcus anginosus,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Streptococcus anginosus,all,Speciator,genusName,regex,^Streptococcus,fail,qualibact-v1.0,
Streptococcus anginosus,all,Speciator,speciesName,regex,^Streptococcus anginosus,fail,qualibact-v1.0,species_field
Streptococcus anginosus,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Streptococcus anginosus,all,Sylph,species_name,regex,^Streptococcus anginosus,fail,qualibact-v1.0,species_field
Streptococcus anginosus,short,Checkm,# contigs,<=,110,fail,qualibact-v1.0,
Streptococcus anginosus,short,Checkm,# contigs,<=,100,warn,qualibact-v1.0,
Streptococcus anginosus,short,Checkm,N50 (scaffolds),>=,70000,fail,qualibact-v1.0,
Streptococcus anginosus,short,Checkm,N50 (scaffolds),>=,81000,warn,qualibact-v1.0,
Streptococcus anginosus,short,Quast,# contigs (>= 0 bp),<=,110,fail,qualibact-v1.0,
Streptococcus anginosus,short,Quast,# contigs (>= 0 bp),<=,100,warn,qualibact-v1.0,
Streptococcus anginosus,short,Quast,N50,>=,70000,fail,qualibact-v1.0,
Streptococcus anginosus,short,Quast,N50,>=,81000,warn,qualibact-v1.0,
Streptococcus canis,all,Checkm,Completeness,>=,99,fail,qualibact-v1.0,
Streptococcus canis,all,Checkm,Completeness,>=,100,warn,qualibact-v1.0,
Streptococcus canis,all,Checkm,Contamination,<=,2,fail,qualibact-v1.0,
Streptococcus canis,all,Checkm,Contamination,<=,1,warn,qualibact-v1.0,
Streptococcus canis,all,Checkm,GC,<=,39.87,fail,qualibact-v1.0,
Streptococcus canis,all,Checkm,GC,<=,39.78,warn,qualibact-v1.0,
Streptococcus canis,all,Checkm,GC,>=,39.44,fail,qualibact-v1.0,
Streptococcus canis,all,Checkm,GC,>=,39.47,warn,qualibact-v1.0,
Streptococcus canis,all,Checkm,Genome size (bp),<=,2300000,fail,qualibact-v1.0,
Streptococcus canis,all,Checkm,Genome size (bp),<=,2300000,warn,qualibact-v1.0,
Streptococcus canis,all,Checkm,Genome size (bp),>=,1800000,fail,qualibact-v1.0,
Streptococcus canis,all,Checkm,Genome size (bp),>=,1900000,warn,qualibact-v1.0,
Streptococcus canis,all,Checkm,Total_Coding_Sequences,<=,2300,fail,qualibact-v1.0,
Streptococcus canis,all,Checkm,Total_Coding_Sequences,<=,2300,warn,qualibact-v1.0,
Streptococcus canis,all,Checkm,Total_Coding_Sequences,>=,1700,fail,qualibact-v1.0,
Streptococcus canis,all,Checkm,Total_Coding_Sequences,>=,1800,warn,qualibact-v1.0,
Streptococcus canis,all,Quast,GC (%),<=,39.87,fail,qualibact-v1.0,
Streptococcus canis,all,Quast,GC (%),<=,39.78,warn,qualibact-v1.0,
Streptococcus canis,all,Quast,GC (%),>=,39.44,fail,qualibact-v1.0,
Streptococcus canis,all,Quast,GC (%),>=,39.47,warn,qualibact-v1.0,
Streptococcus canis,all,Quast,Total length (>= 0 bp),<=,2300000,fail,qualibact-v1.0,
Streptococcus canis,all,Quast,Total length (>= 0 bp),<=,2300000,warn,qualibact-v1.0,
Streptococcus canis,all,Quast,Total length (>= 0 bp),>=,1800000,fail,qualibact-v1.0,
Streptococcus canis,all,Quast,Total length (>= 0 bp),>=,1900000,warn,qualibact-v1.0,
Streptococcus canis,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Streptococcus canis,all,Speciator,genusName,regex,^Streptococcus,fail,qualibact-v1.0,
Streptococcus canis,all,Speciator,speciesName,regex,^Streptococcus canis,fail,qualibact-v1.0,species_field
Streptococcus canis,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Streptococcus canis,all,Sylph,species_name,regex,^Streptococcus canis,fail,qualibact-v1.0,species_field
Streptococcus canis,short,Checkm,# contigs,<=,150,fail,qualibact-v1.0,
Streptococcus canis,short,Checkm,# contigs,<=,130,warn,qualibact-v1.0,
Streptococcus canis,short,Checkm,N50 (scaffolds),>=,45000,fail,qualibact-v1.0,
Streptococcus canis,short,Checkm,N50 (scaffolds),>=,55000,warn,qualibact-v1.0,
Streptococcus canis,short,Quast,# contigs (>= 0 bp),<=,150,fail,qualibact-v1.0,
Streptococcus canis,short,Quast,# contigs (>= 0 bp),<=,130,warn,qualibact-v1.0,
Streptococcus canis,short,Quast,N50,>=,45000,fail,qualibact-v1.0,
Streptococcus canis,short,Quast,N50,>=,55000,warn,qualibact-v1.0,
Streptococcus dysgalactiae,all,Checkm,Completeness,>=,91,fail,qualibact-v1.0,
Streptococcus dysgalactiae,all,Checkm,Completeness,>=,100,warn,qualibact-v1.0,
Streptococcus dysgalactiae,all,Checkm,Contamination,<=,4,fail,qualibact-v1.0,
Streptococcus dysgalactiae,all,Checkm,Contamination,<=,1,warn,qualibact-v1.0,
Streptococcus dysgalactiae,all,Checkm,GC,<=,39.92,fail,qualibact-v1.0,
Streptococcus dysgalactiae,all,Checkm,GC,<=,39.57,warn,qualibact-v1.0,
Streptococcus dysgalactiae,all,Checkm,GC,>=,38.99,fail,qualibact-v1.0,
Streptococcus dysgalactiae,all,Checkm,GC,>=,39.09,warn,qualibact-v1.0,
Streptococcus dysgalactiae,all,Checkm,Genome size (bp),<=,2400000,fail,qualibact-v1.0,
Streptococcus dysgalactiae,all,Checkm,Genome size (bp),<=,2300000,warn,qualibact-v1.0,
Streptococcus dysgalactiae,all,Checkm,Genome size (bp),>=,1900000,fail,qualibact-v1.0,
Streptococcus dysgalactiae,all,Checkm,Genome size (bp),>=,1900000,warn,qualibact-v1.0,
Streptococcus dysgalactiae,all,Checkm,Total_Coding_Sequences,<=,2500,fail,qualibact-v1.0,
Streptococcus dysgalactiae,all,Checkm,Total_Coding_Sequences,<=,2300,warn,qualibact-v1.0,
Streptococcus dysgalactiae,all,Checkm,Total_Coding_Sequences,>=,1900,fail,qualibact-v1.0,
Streptococcus dysgalactiae,all,Checkm,Total_Coding_Sequences,>=,1900,warn,qualibact-v1.0,
Streptococcus dysgalactiae,all,Quast,GC (%),<=,39.92,fail,qualibact-v1.0,
Streptococcus dysgalactiae,all,Quast,GC (%),<=,39.57,warn,qualibact-v1.0,
Streptococcus dysgalactiae,all,Quast,GC (%),>=,38.99,fail,qualibact-v1.0,
Streptococcus dysgalactiae,all,Quast,GC (%),>=,39.09,warn,qualibact-v1.0,
Streptococcus dysgalactiae,all,Quast,Ns per 100 kbp,<=,1000,fail,custom,
Streptococcus dysgalactiae,all,Quast,Total length (>= 0 bp),<=,2400000,fail,qualibact-v1.0,
Streptococcus dysgalactiae,all,Quast,Total length (>= 0 bp),<=,2300000,warn,qualibact-v1.0,
Streptococcus dysgalactiae,all,Quast,Total length (>= 0 bp),>=,1900000,fail,qualibact-v1.0,
Streptococcus dysgalactiae,all,Quast,Total length (>= 0 bp),>=,1900000,warn,qualibact-v1.0,
Streptococcus dysgalactiae,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Streptococcus dysgalactiae,all,Speciator,genusName,regex,^Streptococcus,fail,qualibact-v1.0,
Streptococcus dysgalactiae,all,Speciator,speciesName,regex,^Streptococcus dysgalactiae,fail,qualibact-v1.0,species_field
Streptococcus dysgalactiae,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Streptococcus dysgalactiae,all,Sylph,species_name,regex,^Streptococcus dysgalactiae,fail,qualibact-v1.0,species_field
Streptococcus dysgalactiae,short,Ariba,percent,=,100,fail,custom,
Streptococcus dysgalactiae,short,Checkm,# contigs,<=,190,fail,qualibact-v1.0,
Streptococcus dysgalactiae,short,Checkm,# contigs,<=,160,warn,qualibact-v1.0,
Streptococcus dysgalactiae,short,Checkm,N50 (scaffolds),>=,33000,fail,qualibact-v1.0,
Streptococcus dysgalactiae,short,Checkm,N50 (scaffolds),>=,45000,warn,qualibact-v1.0,
Streptococcus dysgalactiae,short,Quast,# contigs (>= 0 bp),<=,190,fail,qualibact-v1.0,
Streptococcus dysgalactiae,short,Quast,# contigs (>= 0 bp),<=,160,warn,qualibact-v1.0,
Streptococcus dysgalactiae,short,Quast,N50,>=,33000,fail,qualibact-v1.0,
Streptococcus dysgalactiae,short,Quast,N50,>=,45000,warn,qualibact-v1.0,
Streptococcus equi,all,Checkm,Completeness,>=,97,fail,qualibact-v1.0,
Streptococcus equi,all,Checkm,Completeness,>=,99,warn,qualibact-v1.0,
Streptococcus equi,all,Checkm,Contamination,<=,2,fail,qualibact-v1.0,
Streptococcus equi,all,Checkm,Contamination,<=,1,warn,qualibact-v1.0,
Streptococcus equi,all,Checkm,GC,<=,41.86,fail,qualibact-v1.0,
Streptococcus equi,all,Checkm,GC,<=,41.72,warn,qualibact-v1.0,
Streptococcus equi,all,Checkm,GC,>=,40.95,fail,qualibact-v1.0,
Streptococcus equi,all,Checkm,GC,>=,41.12,warn,qualibact-v1.0,
Streptococcus equi,all,Checkm,Genome size (bp),<=,2300000,fail,qualibact-v1.0,
Streptococcus equi,all,Checkm,Genome size (bp),<=,2200000,warn,qualibact-v1.0,
Streptococcus equi,all,Checkm,Genome size (bp),>=,1900000,fail,qualibact-v1.0,
Streptococcus equi,all,Checkm,Genome size (bp),>=,2000000,warn,qualibact-v1.0,
Streptococcus equi,all,Checkm,Total_Coding_Sequences,<=,2300,fail,qualibact-v1.0,
Streptococcus equi,all,Checkm,Total_Coding_Sequences,<=,2200,warn,qualibact-v1.0,
Streptococcus equi,all,Checkm,Total_Coding_Sequences,>=,1800,fail,qualibact-v1.0,
Streptococcus equi,all,Checkm,Total_Coding_Sequences,>=,1800,warn,qualibact-v1.0,
Streptococcus equi,all,Quast,GC (%),<=,41.86,fail,qualibact-v1.0,
Streptococcus equi,all,Quast,GC (%),<=,41.72,warn,qualibact-v1.0,
Streptococcus equi,all,Quast,GC (%),>=,40.95,fail,qualibact-v1.0,
Streptococcus equi,all,Quast,GC (%),>=,41.12,warn,qualibact-v1.0,
Streptococcus equi,all,Quast,Ns per 100 kbp,<=,1000,fail,custom,
Streptococcus equi,all,Quast,Total length (>= 0 bp),<=,2300000,fail,qualibact-v1.0,
Streptococcus equi,all,Quast,Total length (>= 0 bp),<=,2200000,warn,qualibact-v1.0,
Streptococcus equi,all,Quast,Total length (>= 0 bp),>=,1900000,fail,qualibact-v1.0,
Streptococcus equi,all,Quast,Total length (>= 0 bp),>=,2000000,warn,qualibact-v1.0,
Streptococcus equi,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Streptococcus equi,all,Speciator,genusName,regex,^Streptococcus,fail,qualibact-v1.0,
Streptococcus equi,all,Speciator,speciesName,regex,^Streptococcus equi,fail,qualibact-v1.0,species_field
Streptococcus equi,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Streptococcus equi,all,Sylph,species_name,regex,^Streptococcus equi,fail,qualibact-v1.0,species_field
Streptococcus equi,short,Ariba,percent,=,100,fail,custom,
Streptococcus equi,short,Checkm,# contigs,<=,210,fail,qualibact-v1.0,
Streptococcus equi,short,Checkm,# contigs,<=,200,warn,qualibact-v1.0,
Streptococcus equi,short,Checkm,N50 (scaffolds),>=,24000,fail,qualibact-v1.0,
Streptococcus equi,short,Checkm,N50 (scaffolds),>=,29000,warn,qualibact-v1.0,
Streptococcus equi,short,Quast,# contigs (>= 0 bp),<=,210,fail,qualibact-v1.0,
Streptococcus equi,short,Quast,# contigs (>= 0 bp),<=,200,warn,qualibact-v1.0,
Streptococcus equi,short,Quast,N50,>=,24000,fail,qualibact-v1.0,
Streptococcus equi,short,Quast,N50,>=,29000,warn,qualibact-v1.0,
Streptococcus gordonii,all,Checkm,Completeness,>=,99,fail,qualibact-v1.0,
Streptococcus gordonii,all,Checkm,Completeness,>=,99,warn,qualibact-v1.0,
Streptococcus gordonii,all,Checkm,Contamination,<=,1,fail,qualibact-v1.0,
